entity_name,entity_type
Joint Stock Company Moscow Order Of The Red Banner Of Labor Research Radio Engineering Institute,Entity
Vasiliy Aleksandrovich Orlov,Individual
Aleksandr Vitalevich Tsybulskiy,Individual
Public Joint Stock Company Pipe Metallurgical Company,Entity
Joint Stock Company Fedorovo Risorses,Entity
Asia International Trade Provider Llc,Entity
Shooting Center Altay Shooter Ltd,Entity
Limited Liability Company Sinaratransauto,Entity
Joint Stock Company Bystrinskaya Mining Company,Entity
Natalya Leonidovna Desyatova,Individual
Aleksandr Valentinovich Sokolov,Individual
Olga Vladimirovna Skabeyeva,Individual
Anton Olegovich Elizarev,Individual
Igor Vladimirovich Borisov,Individual
Axel Paul Diegelmann,Individual
Fritz Diegelmann,Individual
Rheingold Edelmetall Ag,Entity
Limited Liability Company Golfesteit,Entity
Vostochnaya Stevedoring Company Llc,Entity
Limited Liability Company Laifinvest,Entity
Oleg Vasilyevich Matytsin,Individual
Dalir Ltd,Entity
Jsc Suek,Entity
Oksi Balt,Entity
Postavshchik Dalnego Vostoka,Entity
Anna Yuryevna Luzhanskaya,Individual
Ladoga Shipping Company Limited Liability Company,Entity
Joint Stock Company Marine Arctic Geological Expedition,Entity
Limited Liability Company Stk,Entity
Viktor Borisovich Khristenko,Individual
Limited Liability Company Smartmet,Entity
Joint Stock Company Severskiy Pipe Plant,Entity
Joint Stock Company Taganrog Metallurgical Plant,Entity
Joint Stock Company Rimera,Entity
Joint Stock Company Votkinskiy Zavod,Entity
Open Joint Stock Company Corporation Novosibirsk Plant Elektrosignal,Entity
Closed Joint Stock Company Special Construction Bureau,Entity
Joint Stock Company Sinarskiy Pipe Plant,Entity
Limited Liability Company General Contractor Mfs,Entity
Limited Liability Company Zheltuginskaya Mining Company,Entity
Limited Liability Company Hyperspace Technologies,Entity
Limited Liability Company Digital Center Hyperspace,Entity
Andrej Nikolaevich Troshev,Individual
Liemeta Ag,Entity
Rheingold Edelmetall Gmbh,Entity
Bernd Guenter Diegelmann,Individual
Tatyana Alekseyevna Golikova,Individual
Limited Liability Company Rimera Servis,Entity
Artur Olegovich Parfenchikov,Individual
Joint Stock Company Barnaul Cartridge Plant,Entity
Joint Stock Company Optron Stavropol,Entity
Botlikh Radio Plant Limited Liability Company,Entity
Pola Raiz Ooo,Entity
Natalya Vladimirovna Komarova,Individual
Limited Liability Company Radiocomp,Entity
Open Joint Stock Company Va Degtyarev Plant,Entity
Azia Shipping Holdings Limited,Entity
Azia Shipping Company,Entity
Ibex Shipping Inc,Entity
Joint Stock Company Tetis Pro,Entity
Igor Yurievich Afanasiev,Individual
Limited Liability Company Astecling,Entity
Sergey Konstantinovich Sitnikov,Individual
Research And Technological Institute Of Optical Materials All Russia Scientific Center Si Vavilov State Optical Institute,Entity
Joint Stock Company Scientific And Production Association Electromashina,Entity
Joint Stock Company Novosibirsk Cartridge Plant,Entity
Ahetei Limited,Entity
The Mother Ark Ltd,Entity
Lar Vorto Services Limited,Entity
M And S Trading,Entity
Eriner Limited,Entity
Knokke Heist Support Corporation Management,Entity
Aleksandr Mikhaylovich Osipov,Individual
Oleg Leonidovich Khorokhordin,Individual
Llc Titan-Avangard,Entity
Igor Mikhaylovich Rudenya,Individual
Murat Karalbiyevich Kumpilov,Individual
Alexey Borisovich Shmelev,Individual
Hans De Geetere,Individual
Joint Stock Company Foreign Trade Association Elektronintorg,Entity
Vasily Nikolaevich Shupranov,Individual
Joint Stock Company Nizhny Novgorod Plant Of The 70Th Anniversary Of Victory,Entity
Joint Stock Company Cheboksary Production Association Named After Vi Chapaev,Entity
Limited Liability Company Rsk Labs,Entity
Alexander Aleksandrovich Moskovsky,Individual
State Unitary Enterprise State Grain Operator,Entity
Limited Liability Company Dv Holding,Entity
Global Central Logistics Fzco,Entity
Great Share International Logistics Limited,Entity
Turkik Union Digital Technology Transformation Office Incorporated Company,Entity
International Company Limited Liability Company Astecling,Entity
Limited Liability Company Vmk,Entity
Robotronix Semiconductors Limited,Entity
Joint Stock Company New Towers,Entity
Sheng Core Technology Co Limited,Entity
Resolute Machinery Trading Llc,Entity
Public Joint Stock Company Zavod Tula,Entity
Limited Liability Company Kismet Consulting,Entity
Limited Liability Company Bering Metals,Entity
Tordan Industry Limited,Entity
L D S Computer Systems Trading Llc,Entity
Alpha Trading Investments Limited,Entity
Limited Liability Company Fortiana Invest,Entity
Joint Stock Company Fortiana,Entity
Joint Stock Company Chukotka Mining Geological Company,Entity
Joint Stock Company Kamchatskoe Zoloto,Entity
Andrey Petrovich Kazazaev,Individual
International Company Joint Stock Company Highland Gold,Entity
Open Joint Stock Company Tambovsky Bakery,Entity
Yakt Sokol,Entity
Nikita Petrovich Busel,Individual
Mustafa Cankat Aytek,Individual
Wargos Industry Limited,Entity
Limited Liability Company Vostok Zoloto,Entity
Joint Stock Company Avrora,Entity
Alexey Konstantinovich Talai,Individual
Sergei Anatolyevich Ovchinnikov,Individual
European Trading Technology B.V.,Entity
Ashuluk Firing Range,Entity
Bellatrix Energy Limited,Entity
Covart Energy Limited,Entity
Voliton Dmcc,Entity
Vladimirovka Advanced Weapons And Research Complex,Entity
Andrey Evgenyevich Klychkov,Individual
Vladimir Vladimirovich Mazur,Individual
Roman Viktorovich Busargin,Individual
Yuriy Mikhailovich Milekhin,Individual
Pavel Viktorovich Malkov,Individual
Federal State Unitary Enterprise Federal Center Of Dual Technologies Soyuz,Entity
Hennesea Holdings Limited,Entity
Aleksandr Vyacheslavovich Kurenkov,Individual
Yuriy Viktorovich Zaytsev,Individual
Goodforwarding Doo Beograd,Entity
Limited Liability Company Pitersnab,Entity
Hd Parts Oy,Entity
Vladimir Vladimirovich Mikheychik,Individual
Sergey Evgenyevich Tsivilev,Individual
Mikhail Vladimirovich Degtyarev,Individual
Valentin Olegovich Konovalov,Individual
Valeriy Igorevich Limarenko,Individual
Limited Liability Company Yuna Engineering,Entity
Limited Technology 5 Co.,Entity
Limited Jarvis Hk Co.,Entity
Vladislav Tovarishchtayovich Khovalyg,Individual
Oleg Nikolayevich Kozhemyako,Individual
Limited Liability Company Astrakom,Entity
Closed Joint Stock Company Norsi Trans,Entity
Vladimir Krylov,Individual
Mikhail Yuryevich Vedernikov,Individual
Xiaoxun Hu,Individual
Hasa Nederland B.V.,Entity
Kimberley Catriona Lucinda Beun,Individual
Tom De Geetere,Individual
Vladimir Kulemekov,Individual
Sergey Skvortsov,Individual
European Technical Trading,Entity
Closed Joint Stock Company Rsk Technologies,Entity
Boris Olegovich Bernikov,Individual
Syed Asadullah,Individual
Pjsc Vysochaishy,Entity
Dmitriy Nikolayevich Makhonin,Individual
Mikhail Yakovlevich Evraev,Individual
Joint Stock Company Argus Holding,Entity
Anna Borisovna Surovikina,Individual
Joint Stock Company Argus Sfk,Entity
Limited Liability Company Iskusstvo Krasoty,Entity
Kobi International Company,Entity
Sergey Vladimirovich Dokuchaev,Individual
Vladimir Vladimirovich Gugnin,Individual
Andrei Denisovich Zalevskii,Individual
Nur Khabib Shakh,Individual
Limited Liability Company Rudniy,Entity
Aleksandr Vladimirovich Brechalov,Individual
Aleksey Yurevich Russkikh,Individual
Roman Aleksandrovich Kotekin,Individual
International Company Joint Stock Company Rasperia Trading Limited,Entity
Limited Liability Company Tmk Premium Services,Entity
Ivan Aleksandrovich Maslov,Individual
Ooo Orlan,Entity
Bank Zenit Public Joint Stock Company,Entity
Ooo Zenit Finance,Entity
Ooo Zenit Leasing,Entity
Ltd. Zhongcheng Heavy Equipment Defense Technology Shandong Group Co.,Entity
Bitfingroup Ou,Entity
Timur Evgenyevich Bukanov,Individual
Obshchestvo S Ogranichennoy Otvetstvennostyu Tsentr Obrabotki Elektronnykh Platezhey,Entity
Ooo Zenit Factoring Msp,Entity
Dmitry Vitalyevich Bugayenko,Individual
Limited Liability Company Aforra Engineering,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu Veb3 Integrator,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu Veb3 Tekhnologii,Entity
Tokentrust Holdings Limited,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu Atomaiz,Entity
Igor Veniaminovich Kaigorodov,Individual
Obshchestvo S Ogranichennoy Otvetstvennostyu Laitkhaus,Entity
Llc Turbo King,Entity
Limited Liability Company Reil Trein Service,Entity
Alfa Limited Liability Company,Entity
Global Key Limited Liability Company,Entity
Aksioma Limited Liability Company,Entity
Veles International Limited,Entity
Hadlerco Limited,Entity
Limited Liability Company Aforra Management,Entity
Leda Limited Liability Company,Entity
A Y A Universal Denizcilik Kumanyacilik Liman Hizmetleri Ithalat Ihracat Limited Sirketi,Entity
Joint Stock Company Militech,Entity
Aleksandr Yevgenyevich Udodov,Individual
Limited Liability Company Aforra Development,Entity
Public Joint Stock Company Stock Commercial Bank Metallurgical Investment Bank,Entity
Yegor Igoryevich Mozhayev,Individual
Ivan Vladimirovich Seliverstov,Individual
Fpk Transagency Jsc,Entity
Limited Liability Company Eastern Trading Transport Company,Entity
Militechtrade Limited Liability Company,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu Sistemy Raspredelennogo Reyestra,Entity
Joint-Stock Company B-Crypto,Entity
Vadim Konstantinovich Kalinin,Individual
Limited Liability Company Aforra Property,Entity
Limited Liability Company Aktiv R,Entity
Limited Liability Company Arendoff,Entity
International Limited Liability Company Tmk Steel Holding,Entity
Limited Liability Company Diapazon,Entity
Dmitriy Fedorovich Mezentsev,Individual
Wuhan Maiwe Communication Co Ltd,Entity
Joint Stock Company Chelyabinsk Pipe Rolling Plant,Entity
Olimpik Gama Ic Ve Dis Ticaret Sanayi Limited Sirketi,Entity
Limited Liability Company Trade House Kyutek,Entity
Ooo Standard Line,Entity
Artmarine Llc,Entity
Limited Liability Company Atlas Real Estate,Entity
Limited Liability Company Ayaks,Entity
Limited Liability Company New City,Entity
Ooo Pv Bridzh,Entity
Limited Liability Company Eurotransexpedition,Entity
Limited Liability Company Tmk Yartsevskiy Metallurgical Plant,Entity
Polarstar Logistics Llc,Entity
Joint Stock Company Volzhskiy Pipe Plant,Entity
Valeriy Gennadevich Boyarinev,Individual
Igor Borisovich Rakitin,Individual
Obshchestvo S Ogranichennoy Otvetstvennostyu Kripto Eksplorer,Entity
Crypto Explorer Dmcc,Entity
Bitpapa Ic Fzc Llc,Entity
Limited Liability Company Cybersecurity Laboratory,Entity
Limited Liability Company Garantiya,Entity
Limited Liability Company Mushroom Rainbow,Entity
Limited Liability Company Nikoliya,Entity
Limited Liability Company Project Consulting Bureau Echelon,Entity
Limited Liability Company Echelon Innovations,Entity
Marina Tauber,Individual
Joint Stock Company Pervouralskiy New Pipe Plant,Entity
Joint Stock Company Orskiy Machine Building Plant,Entity
Bimlogic Limited Liability Company,Entity
Aleksei Dmitrievich Gnedovskii,Individual
Limited Liability Company Veles Trust,Entity
Veles Management Ltd,Entity
Limited Liability Company Sibanthracite Port Services,Entity
Limited Liability Company Severomuyskiy Tonnel 2,Entity
Limited Liability Company Sovremennye Gorno Transportnye Tekhnologii,Entity
Limited Liability Company Sibanthracite Teploset,Entity
Aktsionernoye Obshchestvo 30 Sudoremontnyy Zavod,Entity
Aktsionernoye Obshchestvo Vladivostokskoye Predpriyatie Elektroradioavtimatika,Entity
Limited Liability Company Razrez Verkhneteshskiy,Entity
Limited Liability Company Listvyanskiy Enrichment Complex,Entity
Eko Shipping Limited Liability Company,Entity
Joint Stock Company Razrez Kolyvanskiy,Entity
Aleksey Vasilyevich Lisyuk,Individual
Yuriy Konoveev,Individual
Obshchestvo S Organichennoy Otvetstvennostyu Dalnevostochnyy Proektnyy Institut Vostokproektverf,Entity
Aktsionernoye Obshchestvo 179 Sudoremontnyy Zavod,Entity
Aktsionernoye Obshchestvo Dalnevostochnyy Zavod Zvezda,Entity
Obshchestvo S Ogranichennoi Otvetstvennostiu Titul,Entity
Dmitrii Aleksandrovich Beloglazov,Individual
Limited Liability Company Razrez Vostochnyy,Entity
Limited Liability Company Razrez Malinovskiy,Entity
Prime Security And Development,Entity
Mk Interros Invest,Entity
Sergey Leonidovich Batekhin,Individual
Limited Liability Company Razrez Kuznetskiy Yuzhnyy,Entity
Limited Liability Company Management Company Sibanthracite,Entity
Africa Politology,Entity
Whiteleave Holdings Limited,Entity
Saltcliff Trading Limited,Entity
International Limited Liability Company Interros Capital,Entity
Aleksandr Aleksandrovich Mukhanov,Individual
Importeks,Entity
Limited Liability Company Gdk Baimskaya,Entity
Aktsionernoye Obshchestvo Tsentralnoye Konstruktorskoye Byuro Lazurit,Entity
Vend Ore Gmbh,Entity
Ic Veles Capital Llc,Entity
Veles Aktiv Ooo,Entity
Etemad Tejarat Misagh,Entity
Lidiya Germanovna Korzhavina,Individual
Yurii Anatolyevich Korzhavin,Individual
Mso Lojistik Tic Ve Sanayi Ltd Sti,Entity
Sergei Vyacheslavovich Makarov,Individual
Natallia Butrym,Individual
Hojat Abdulahi Fard,Individual
Kazem Mirzai Kondori,Individual
Hossein Bakhshayesh,Individual
Sahara Thunder,Entity
Gif Groupe Dinvestissement Financi Osborne Dis Tic Ltd Sti,Entity
Proizvodstvenno Kommercheskaya Kompaniya Viva,Entity
Evgenii Stanislavich Petrov,Individual
Obshchestvo S Organichennoi Otvetstvennostyu Bio Farm Treid,Entity
Red Box Energy Services Pte Ltd,Entity
Ulan Vladimirovich Ilishkin,Individual
Alina Olegovna Nazarova,Individual
Cfu Shipping Co Limited,Entity
Evgeniya Sergeyevna Tyurikova,Individual
Public Joint Stock Company Mts Bank,Entity
Rusatom Machine Tools Joint Stock Company,Entity
Joint Stock Company Ipn Stankostroenie,Entity
Limited Liability Company Sansara,Entity
Confideri Pte Ltd,Entity
Marat Maratovich Savelov,Individual
Olga Borisovna Raykes,Individual
Joint Stock Company Rudnik Karalveem,Entity
Limited Liability Company New Communal Technologies,Entity
Limited Liability Company Threeagro,Entity
Limited Liability Company Pressman Soft Packaging Novgorod,Entity
Limited Liability Company Data 51,Entity
Joint Stock Company Zvezda,Entity
Tsentrkvarts Pao,Entity
Tpz-Rondol Ooo,Entity
Joint Stock Company Central Scientific Research Institute Burevestnik,Entity
Joint Stock Company Sarylakh Surma,Entity
Walter Moretti,Individual
Bruno Koller,Individual
Swisstec 3D Akus Ag,Entity
Zarubezhgeologiya Ao,Entity
Joint Stock Company Vismut,Entity
Limited Liability Company Gross,Entity
Limited Liability Company Natsionalnaya Surmyanaya Kompaniya,Entity
Limited Liability Company Geyser Gold,Entity
Markus Gerhard Mueller,Individual
Limited Liability Company Innovative Education,Entity
Limited Liability Company Aeon Mining,Entity
Maksim Valeryevich Safonov,Individual
Sergei Valentinovich Petrov,Individual
Bank Saint-Petersburg Public Joint Stock Company,Entity
Novosibirsk Social Commercial Bank Levoberezhny Public Joint Stock Company,Entity
Surya Visesh Dutta,Individual
Limited Liability Company Krdv Primorye,Entity
Limited Liability Company Pik Plus,Entity
Jsc Rosgeologia,Entity
Joint Stock Company Far East And Arctic Development Corporation,Entity
Sergey Eduardovich Gordeev,Individual
Limited Liability Company Holding Finance,Entity
Sharda Subramaniam,Individual
Mavasal Impex Private Limited,Entity
Innoedge Cloudserve Private Limited,Entity
Dalmorneftegeofizika Ao,Entity
Anastasiya Olegovna Eshstrut,Individual
Ronald Eric Cosman,Individual
Interpolytrade Limited Company,Entity
Taerio Limited,Entity
Tamyna Fze,Entity
Tamimed,Entity
Stratton Investment Group Ltd,Entity
Frederic Pierre Villa,Individual
Maxim Yuryevich Smirnov,Individual
Limited Liability Company Sovrudnik,Entity
Svetlana Alekseyevna Moretti,Individual
Illc Geopromining Investment,Entity
Mikhail Grigoryevich Spichak,Individual
Konstantin Ivanovich Strukov,Individual
Joint Stock Company Samara Metallurgical Plant,Entity
Limited Liability Company Center Sprut T,Entity
Sps Me Fzco,Entity
Main Computation Center Of The General Staff Of The Armed Forces Of The Russian Federation,Entity
Vostochnaya Verf Joint Stock Company,Entity
Tsentralnoe Pgo Pao,Entity
Limited Liability Company Gora Golden Ratio,Entity
Joint Stock Company Kommunarovskiy Gold Mine,Entity
Vitaliy Viktorovich Bulyuk,Individual
Limited Liability Company Varna Minerals,Entity
Limited Liability Company Geopromaining Verkhne Menkeche,Entity
Limited Liability Company Modern Marine Arctic Transport Spg,Entity
Limited Liability Company Pik Korporatsiya,Entity
Limited Liability Company Tikhookeanskaya Gornaya Kompaniya,Entity
Limited Liability Company Kryazh Invest,Entity
Dalnevostochnoe Pgo Ao,Entity
Limited Liability Company Pik Genpodryad,Entity
Limited Liability Company Kamchatskaya Gornaya Kompaniya,Entity
Llc Geopromaining,Entity
Tamyna Ag,Entity
Lutwin Schommer,Individual
Hans Peter Bomatter,Individual
Limited Liability Company Management Company Ugc,Entity
Alla Viktorovna Barkhatnova,Individual
Limited Liability Company Hyperspace,Entity
Llc Holding Gpm,Entity
Taerio International Ltd Eood,Entity
Public Joint Stock Company Uzhuralzoloto Group Of Companies,Entity
Npts Nedra Ao,Entity
International Company Limted Liability Company Ledamen,Entity
Urangeologorazvedka Ao,Entity
Vitaliy Konstantinovich Ganchev,Individual
Limited Liability Company Neit,Entity
Limited Liability Company Angar,Entity
Limited Liability Company Key Information Systems,Entity
Elix St Limited Liability Company,Entity
Vniizarubezhgeologiya Vzg Oao,Entity
Umatex Group Europe S.R.O.,Entity
Vnigriugol Ao,Entity
Argon Ooo,Entity
Joint Stock Company Prepreg Advanced Composite Materials,Entity
Limited Liability Company Alabuga-Fibre,Entity
Limited Liability Company Prepreg-Dubna,Entity
Joint Stock Company Research Institute Of Graphite-Based Materials Niigrafit,Entity
Yelena Lvovna Chernet,Individual
Amige Ao,Entity
Zavod Ulgerodnykh I Kompozitsionnykh Materialov,Entity
Uvicom Ltd,Entity
Umatex Joint-Stock Company,Entity
Limited Liability Partnership Elem Group,Entity
Joint Stock Company Start,Entity
Limited Liability Company Hs Investments,Entity
Limited Liability Company Oktyabr,Entity
Limited Liability Company Nami Innovative Components,Entity
Limited Liability Company Fibet Nami Advanced Engineering,Entity
Limited Liability Company Optima Invest,Entity
Limited Liability Company Russul,Entity
Limited Liability Company Stork,Entity
Limited Liability Company Aurus,Entity
Leading Capital Investment Ltd,Entity
Avrora Capital Sro,Entity
Caliber Wealth Management Ltd,Entity
Limited Liability Company Shushary Avto,Entity
Limited Liability Company Auto Holding,Entity
Federal State Unitary Enterprise Central Order Of The Red Banner Scientific Research Automobile And Automotive Engines Institute Nami,Entity
Zhejiang Oulong Electric Co Ltd,Entity
Boris Vyacheslavovich Gryzlov,Individual
Autonomous Non-Profit Organization Of Additional Professional Education Echelon Training Center,Entity
Limited Liability Company Krdv Amurskaya,Entity
Jsc Polar Marine Geosurvey Expedition,Entity
Joint Stock Company Echelon Technologies,Entity
Limited Liability Company Krdv Yakutiya,Entity
Limited Liability Company Krdv Sakhalin And Kurily,Entity
Severo Vostochnoe Pgo Ao,Entity
Federal State Unitary Enterprise Alexandrov Research Institute Of Technology,Entity
Limited Liability Company Krdv Murmansk,Entity
Limited Liability Company Krdv Kamchatka,Entity
Limited Liability Company Ural Educational Residence,Entity
Metallurg-Tulamash Ooo,Entity
Limited Liability Company Krdv Chukotka,Entity
Limited Liability Company Promtekhekspert,Entity
Psv Technologies Llc,Entity
Irkutskgeofizika Ao,Entity
Innovation Hub Limited Liability Company,Entity
Limited Liability Company Krdv Buryatiya,Entity
Limited Liability Company Terra Grup,Entity
Joint Stock Company Rusatom Arctic,Entity
Limited Liability Company Maxtech,Entity
R&Dc Forward Systems,Entity
Joint Stock Company Commercial Bank Lanta Bank,Entity
Independent Insurance Group Ltd,Entity
Limited Liability Company Stek,Entity
Limited Liability Partnership Da Group 22,Entity
Sevmorneftegeofizika Ao,Entity
Joint Stock Company The Urals Scientific Research Institute Of Composite Materials,Entity
Perm Scientific Research Technological Institute,Entity
Mtsenskprokat,Entity
Vasili Vladislavovich Nikonov,Individual
Yuzhmorgeologiya Ao,Entity
Chelyabinskgeosemka Ao,Entity
Vyacheslav Evgenevich Kozhevnikov,Individual
Sibirskoe Pgo Ao,Entity
Limited Liability Company Krdv Zabaykalye,Entity
Severo Zapadnoe Pgo Ao,Entity
Limited Liability Company Krdv Yuzhnaya Yakutiya,Entity
Severo Kavkazskoe Pgo Ao,Entity
Yegor Sergeyevich Popov,Individual
Joint Stock Commercial Bank Primorye,Entity
Joint Stock Company Set 1,Entity
Unistream Commercial Bank Jsc,Entity
Ministry Of Defense And Armed Forces Logistics,Entity
Lehava,Entity
Reut Ben Haim,Individual
Isaschar Manne,Individual
Meitarim Farm,Entity
Hamohoch Farm,Entity
Neriya'S Farm,Entity
Tren De Aragua,Entity
Manne Farm Outpost,Entity
Hakiman Shargh Research Company,Entity
Shlomo Yehezkel Hai Sarid,Individual
S.A.P.I. De C.V. Grupo Minero Barra Pacifico,Entity
Griselda Margarita Arredondo Pinzon,Individual
Xeyda Del Refugio Foubert Cadena,Individual
S. De R.L. De C.V. Constructora Sandgris,Entity
S.A. De C.V. Pacific Axis Real Estate,Entity
S.A. De C.V. Realty & Maintenance Bj,Entity
Emiliano Sanchez Martinez,Individual
Bona Fide Consultores Fs S.A.S.,Entity
Issa Kamara,Individual
Mohammad Roslan Bin Ahmad,Individual
Barco Ship Management Inc,Entity
Veronica Roblero Pivaral,Individual
Abdul Karim Conteh,Individual
Abdul Karim Conteh Human Smuggling Organization,Entity
Ascent General Insurance Company,Entity
Alpha Shine Marine Services L.L.C,Entity
Fornacis Energy Trading Co. L.L.C,Entity
Liang Zhuang,Individual
Pasaman Francis Marin Abbe Pidoukou,Individual
Mohammad Nazar Azimi,Individual
Kourosh Asiabani,Individual
Sa'Id Ahmad Muhammad Al-Jamal,Individual
Abdi Nasir Ali Mahamud,Individual
Hassan Shahvarpour Najafabadi,Individual
Sea Knot Shipping Inc.,Entity
Denis Olegovich Degtyarenko,Individual
Yuliya Vladimirovna Pankratova,Individual
Zayd Gangat,Individual
Hamidah Nabagala,Individual
Inmobiliaria Universal Deja Vu S.A. De C.V.,Entity
Fornely Lab S.A. De C.V.,Entity
Gerardo Rivera Ibarra,Individual
Juan Carlos Banuelos Ramirez,Individual
Abubakar Swalleh,Individual
Qidong Hengcheng Electronics Factory,Entity
Ltd. Shenzhen City Mean Well Electronics Co.,Entity
Jiaxin Du,Individual
Ltd. Beijing Jinghua Qidi Electronic Technology Co.,Entity
Ltd Yidatong Tianjin Metal Materials Co.,Entity
Dejian Han,Individual
Dongliang Wang,Individual
Ltd. Beijing Sanshunda Electronics Science And Technology Co.,Entity
Anhui Shi,Individual
Tianxin Chen,Individual
Qianpei Shi,Individual
Twirwaneho,Entity
Karen Stefany Hernandez Vanegas,Individual
Charles Sematama,Individual
Ronaldo Galindo Lopez Escobar,Individual
Lopez Human Smuggling Organization,Entity
Bertrand Bisimwa,Individual
Congo River Alliance,Entity
Corneille Yobeluo Nangaa,Individual
Whiskey Hans Lopez Ambrosio,Individual
Saeed Hamidi Javar,Individual
Bright Shore Inc Limited,Entity
Thomas Ho Ming Tong,Individual
Ezzatullah Ghasemian Sorbani,Individual
Mohammad Abdollahi,Individual
Azmoon Pajohan Hesgar Limited Liability Company,Entity
Cloud Element Company Limited,Entity
Sayyed Ali Seraj Hashemi,Individual
Btw International Limited,Entity
Buy Best Electronic Pars Company,Entity
Tas Technology Company Limited,Entity
Al-Shahari United Corporation Ltd,Entity
Guangzhou Alshahari United Corporation Limited,Entity
Yemen Telecommunication Asset Company For Information Technology,Entity
Hongkong Alshahari United Corporation Limited,Entity
Maher Yahya Muhammad Mutahar Al-Kinai,Individual
Ahmed Khaled Yahya Al-Shahare,Individual
Tabacalera Del Este S.A.,Entity
Llc Alyurtekh,Entity
Alc Diskoms,Entity
Llc Grosver Grup,Entity
Limited Liability Company Tochnaya Mekhanika,Entity
Yuri Aleksandrovich Chivel,Individual
Aleksey Nikolaevich Yavorski,Individual
Aliaksandr Mikalayevich Leschanka,Individual
Viktoriya Orestovna Savruk,Individual
Llc Laboratory Of Additive Technologies,Entity
Siarhei Uladzimiravich Kastsianok,Individual
Dmitry Olegovich Ishchenko,Individual
Ivan Nikolaevich Nareiko,Individual
Evgeniy Ivanovich Mikholap,Individual
Arkady Samuilovich Dimenshtein,Individual
Siarhei Mikalaevich Sidaruk,Individual
Llc Mot,Entity
Aviakompaniya Belkanto Llc,Entity
State Authority For Military Industry Of The Republic Of Belarus,Entity
Ooo Ruchservomotor,Entity
Aliaksandr Uladzimiravich Zharski,Individual
Ue Rubistar,Entity
Vladimir Vladimirovich Chudakov,Individual
Joint Stock Company Plant Legmash,Entity
Vladislav Nikolaevich Pavlenko,Individual
Vlate Logistik Llc,Entity
Kb Unmanned Helicopters Llc,Entity
Oleg Romualdovich Gerasim,Individual
Oleg Vladimirovich Petrov,Individual
Oleg Fedorovich Barabanov,Individual
Dmitriy Mikhailovich Zamulevich,Individual
Vladimir Mikhailovich Arkadiev,Individual
Evgeniy Yurievich Krokhotin,Individual
Aviakompaniya Rada Llc,Entity
Ruzekspeditsiya Llc,Entity
Kai Heng Long Global Energy Limited,Entity
Arif Ibrahim Khot,Individual
Onx Trading Fze,Entity
Dp Shipping Limited,Entity
K F D General Trading L.L.C,Entity
Transmarine Navigation M Sdn. Bhd.,Entity
Arafat Shipping Company,Entity
Kds Shipping Limited,Entity
Michel Joseph Martelly,Individual
Jiang Ping Shipping Incorporated,Entity
Net Sistem Danismanlik Ve Egitim Hizmetleri Limited Sirketi,Entity
Zara Shipholding Co,Entity
Ocean Speedstar Solutions Opc Private Limited,Entity
Mediterranean International Trading Dis Ticaret Limited Sirketi,Entity
Alexander Petrovich Voronkov,Individual
Viktor Georgiyevich Spiridonov,Individual
Limited Liability Company Tu Riteyl,Entity
Liu Yang,Individual
Digtlworld Limited Liability Company,Entity
Flavio Graziottin,Individual
Ltd. Shanghai Oceanen Environmental Science And Technology Co.,Entity
Idronaut S.R.L.,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu 1M,Entity
Technomar,Entity
Ao Tekhekspertiza,Entity
Pearl Lotus Limited Liability Company,Entity
Lgm Process Dis Ticaret Limited,Entity
World Vision Freight Systems Fze,Entity
Denis Sergeyevich Chernobay,Individual
Catu Tech Limited Liability Company,Entity
Limited Liability Company Akforta,Entity
Llc Semicor,Entity
Sergey Nikolaevich Bondarovich,Individual
Rui En Koo Technology Co Limited,Entity
Interasia Trading Group Limited,Entity
Aktsionernoe Obshchestvo Norilsk Avia,Entity
Limited Liability Company Grk Bystrinskoe,Entity
Aktsionernoe Obshchestvo Taimyrskaya Toplivnaya Kompaniya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Norilski Promyshlenny Transport,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Ap Invest,Entity
Aktsionernoe Obshchestvo Norilski Gorno Metallurgicheski Kombinat Im Ap Zavenyagina,Entity
Serenity Cyber Security Limited Liability Company,Entity
Limited Liability Company Basealt,Entity
Ilya Medvedovsky,Individual
Yevgeniya Klimina,Individual
Dmitriy Chastuhin,Individual
Dmitriy Evdokimov,Individual
Taranjeet Kambo,Individual
Machine Learning Lab S.R.O.,Entity
Ooo Didzhital Komplaens,Entity
Ooo Didzhital Sekyuriti Servisis,Entity
Ooo Kiber Servis,Entity
Cloudrun Llc,Entity
Igor Aleksandrovich Reutov,Individual
Free Sky Solutions Ou,Entity
Aerialia,Entity
Taha Savunma Sanayi Ve Ticaret Anonim Sirketi,Entity
State Scientific And Production Association Of Powder Metallurgy,Entity
Anton Konstantinovich Lavrentiev,Individual
Valery Alexandrovich Gabriel,Individual
Gennady Anatolievich Filippov,Individual
Elena Vladimirovna Titova,Individual
Sergey Adolfovich Dyachkov,Individual
Federalnoe Kazennoe Predpriiatie Gosudarstvennyi Nauchno Issledovatelskii Institut Khimicheskikh Produktov,Entity
